row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,k_dielectric_constant,band_gap_eV,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,growth_rate_A_per_cycle,film_thickness_nm,anneal_temp_PDA_C,anneal_atmosphere,anneal_duration,substrate_material,IL_type,IL_thickness_nm,top_electrode_material,data_quality,data_split_policy,source_db
239,Cho,2024,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/H2O; Tsub=400C; thickness=5nm; k=16.27,HfSiO,Si,33.49,amorphous,16.27,,400.0,HfCl4+SiH4,H2O,42,1.18,5.0,500.0,N2+O2_plasma,30s,Si,SiO2,0.3,Al,weak_expanded,train_only_no_val_test,new_db_added_only
240,Cho,2007,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/O2; Tsub=200C; thickness=6nm; k=18.96,HfSiO,Si,28.94,amorphous,18.96,,200.0,TEMAH+TEOS,O2,55,1.09,6.0,450.0,N2+O2_plasma,60s,TiN,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
241,Bersuker,2011,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O3; Tsub=250C; thickness=4nm; k=14.56,HfSiO,Si,17.97,amorphous,14.56,,250.0,HfCl4+SiH4,O3,39,1.02,4.0,750.0,N2,5min,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
242,IMEC,2007,IRDS/IMEC report,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O2; Tsub=225C; thickness=8nm; k=12.62,HfSiO,Si,27.38,amorphous,12.62,,225.0,TEMAH+SiH4,O2,111,0.72,8.0,450.0,N2,60s,Si,SiO2,0.3,Al,weak_expanded,train_only_no_val_test,new_db_added_only
243,Cho,2006,IRDS/IMEC report,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/O3; Tsub=200C; thickness=20nm; k=12.66,HfSiO,Si,30.77,amorphous,12.66,,200.0,TEMAH+TEOS,O3,230,0.87,20.0,400.0,N2,10min,Si,SiO2,0.8,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
244,Cho,2006,IEDM,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O2; Tsub=180C; thickness=20nm; k=17.68,HfSiO,Si,27.5,amorphous,17.68,,180.0,TEMAH+SiH4,O2,198,1.01,20.0,800.0,N2,2min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
245,Intel,2015,IRDS/IMEC report,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O2; Tsub=400C; thickness=7nm; k=18.08,HfSiO,Si,15.43,amorphous,18.08,,400.0,HfCl4+SiH4,O2,83,0.84,7.0,800.0,N2+O2_plasma,60s,Pt/Ti/SiO2/Si,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
246,Bersuker,2002,IRDS/IMEC report,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O3; Tsub=180C; thickness=12nm; k=19.11,HfSiO,Si,14.09,amorphous,19.11,,180.0,HfCl4+SiH4,O3,106,1.13,12.0,450.0,N2,30s,TiN,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
247,Cho,2014,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O3; Tsub=250C; thickness=6nm; k=18.66,HfSiO,Si,17.98,amorphous,18.66,,250.0,HfCl4+SiH4,O3,54,1.12,6.0,400.0,forming_gas,60s,Si,SiO2,1.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
248,IMEC,2018,IRDS/IMEC report,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O3; Tsub=400C; thickness=3nm; k=19.73,HfSiO,Si,7.15,amorphous,19.73,,400.0,HfCl4+SiH4,O3,34,0.88,3.0,550.0,forming_gas,10min,TiN,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
249,Bersuker,2023,IEDM,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O2; Tsub=275C; thickness=10nm; k=20.02,HfSiO,Si,12.29,amorphous,20.02,,275.0,TEMAH+SiH4,O2,118,0.85,10.0,700.0,N2+O2_plasma,30s,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
250,IMEC,2019,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/O3; Tsub=350C; thickness=4nm; k=19.83,HfSiO,Si,19.05,amorphous,19.83,,350.0,TEMAH+TEOS,O3,53,0.76,4.0,,,,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
251,Cho,2007,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O2; Tsub=300C; thickness=3nm; k=20.55,HfSiO,Si,22.28,amorphous,20.55,,300.0,TEMAH+SiH4,O2,39,0.77,3.0,650.0,N2,30s,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
252,IMEC,2004,IEDM,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O3; Tsub=225C; thickness=25nm; k=15.66,HfSiO,Si,10.1,amorphous,15.66,,225.0,TEMAH+SiH4,O3,250,1.0,25.0,800.0,N2,2min,Si,SiO2,0.8,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
253,Intel,2019,IEDM,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/H2O; Tsub=320C; thickness=15nm; k=14.92,HfSiO,Si,5.48,amorphous,14.92,,320.0,TEMAH+TEOS,H2O,183,0.82,15.0,700.0,forming_gas,30s,Si,SiO2,0.7,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
254,Intel,2013,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O3; Tsub=300C; thickness=12nm; k=21.19,HfSiO,Si,10.58,amorphous,21.19,,300.0,HfCl4+SiH4,O3,101,1.19,12.0,750.0,N2+O2_plasma,30s,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
255,IMEC,2025,IEDM,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/H2O; Tsub=120C; thickness=12nm; k=16.6,HfSiO,Si,30.23,amorphous,16.6,,120.0,TEMAH+SiH4,H2O,140,0.86,12.0,450.0,O2,60s,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
256,Cho,2008,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/H2O; Tsub=225C; thickness=25nm; k=15.48,HfSiO,Si,32.98,amorphous,15.48,,225.0,HfCl4+SiH4,H2O,321,0.78,25.0,400.0,N2,2min,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
257,IMEC,2015,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/H2O; Tsub=225C; thickness=4nm; k=14.84,HfSiO,Si,24.11,amorphous,14.84,,225.0,TEMAH+SiH4,H2O,37,1.07,4.0,600.0,O2,5min,Si,SiO2,1.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
258,IMEC,2012,IEDM,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/H2O; Tsub=320C; thickness=3nm; k=21.46,HfSiO,Si,15.38,amorphous,21.46,,320.0,TEMAH+TEOS,H2O,34,0.87,3.0,600.0,N2+O2_plasma,2min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
259,IMEC,2006,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O2; Tsub=320C; thickness=5nm; k=12.46,HfSiO,Si,26.13,amorphous,12.46,,320.0,HfCl4+SiH4,O2,60,0.84,5.0,,,,Pt/Ti/SiO2/Si,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
260,Intel,2023,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/O3; Tsub=120C; thickness=7nm; k=17.63,HfSiO,Si,19.52,amorphous,17.63,,120.0,TEMAH+TEOS,O3,65,1.08,7.0,500.0,N2,2min,Si,SiO2,0.7,Al,weak_expanded,train_only_no_val_test,new_db_added_only
261,IMEC,2025,IRDS/IMEC report,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/O2; Tsub=250C; thickness=30nm; k=18.95,HfSiO,Si,17.11,amorphous,18.95,,250.0,TEMAH+TEOS,O2,366,0.82,30.0,450.0,O2,2min,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
262,Cho,2016,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O3; Tsub=250C; thickness=7nm; k=17.68,HfSiO,Si,16.3,amorphous,17.68,,250.0,TEMAH+SiH4,O3,93,0.75,7.0,550.0,O2,5min,Pt/Ti/SiO2/Si,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
263,IMEC,2008,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/O3; Tsub=300C; thickness=4nm; k=16.92,HfSiO,Si,8.4,amorphous,16.92,,300.0,TEMAH+TEOS,O3,42,0.95,4.0,650.0,N2+O2_plasma,30s,Si,SiO2,1.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
264,Intel,2005,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O2; Tsub=250C; thickness=3nm; k=13.13,HfSiO,Si,7.21,amorphous,13.13,,250.0,HfCl4+SiH4,O2,25,1.18,3.0,700.0,N2+O2_plasma,60s,Si,SiO2,0.8,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
265,Cho,2014,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O3; Tsub=350C; thickness=4nm; k=18.95,HfSiO,Si,23.24,amorphous,18.95,,350.0,HfCl4+SiH4,O3,35,1.15,4.0,450.0,N2,10min,Si,SiO2,0.3,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
266,IMEC,2012,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O2; Tsub=320C; thickness=20nm; k=15.42,HfSiO,Si,17.97,amorphous,15.42,,320.0,TEMAH+SiH4,O2,250,0.8,20.0,650.0,O2,30s,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
267,Cho,2020,IRDS/IMEC report,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O3; Tsub=250C; thickness=8nm; k=23.14,HfSiO,Si,6.91,amorphous,23.14,,250.0,TEMAH+SiH4,O3,82,0.97,8.0,600.0,forming_gas,60s,Si,SiO2,0.8,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
268,IMEC,2010,IEDM,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O3; Tsub=225C; thickness=15nm; k=21.87,HfSiO,Si,30.12,amorphous,21.87,,225.0,TEMAH+SiH4,O3,169,0.89,15.0,600.0,O2,5min,Si,SiO2,1.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
269,IMEC,2020,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/H2O; Tsub=320C; thickness=15nm; k=20.52,HfSiO,Si,29.36,amorphous,20.52,,320.0,TEMAH+TEOS,H2O,126,1.19,15.0,800.0,O2,5min,Si,SiO2,0.3,Al,weak_expanded,train_only_no_val_test,new_db_added_only
270,Robertson,2023,VLSI Technology,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=280C; thickness=4nm; k=17.82,HfSiON,Si+N,25.99,amorphous,17.82,,280.0,HfCl4+SiH4+NH3,O2,56,0.72,4.0,700.0,N2+O2_plasma,30s,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
271,Intel,2006,IEDM,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=320C; thickness=4nm; k=14.03,HfSiON,Si+N,22.9,amorphous,14.03,,320.0,TEMAH+TEOS+NH3,NH3_H2O,39,1.03,4.0,450.0,forming_gas,5min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
272,Robertson,2025,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/N2O; Tsub=280C; thickness=12nm; k=17.24,HfSiON,Si+N,15.56,amorphous,17.24,,280.0,TEMAH+TEOS+NH3,N2O,143,0.84,12.0,700.0,forming_gas,2min,Si,SiO2,0.3,Au,weak_expanded,train_only_no_val_test,new_db_added_only
273,IMEC,2003,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/N2O; Tsub=150C; thickness=15nm; k=16.69,HfSiON,Si+N,14.24,amorphous,16.69,,150.0,TEMAH+TEOS+NH3,N2O,169,0.89,15.0,700.0,N2+O2_plasma,2min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
274,Bersuker,2012,IEDM,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/N2O; Tsub=275C; thickness=20nm; k=15.98,HfSiON,Si+N,25.16,amorphous,15.98,,275.0,TEMAH+TEOS+NH3,N2O,198,1.01,20.0,450.0,forming_gas,2min,Si,SiO2,0.5,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
275,Bersuker,2017,VLSI Technology,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=275C; thickness=30nm; k=16.76,HfSiON,Si+N,12.13,amorphous,16.76,,275.0,TEMAH+TEOS+NH3,NH3_H2O,400,0.75,30.0,650.0,forming_gas,30s,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
276,Bersuker,2014,VLSI Technology,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=350C; thickness=10nm; k=17.95,HfSiON,Si+N,19.77,amorphous,17.95,,350.0,TEMAH+TEOS+NH3,O2,97,1.03,10.0,500.0,O2,10min,Si,SiO2,1.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
277,IMEC,2016,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=120C; thickness=30nm; k=20.35,HfSiON,Si+N,5.3,amorphous,20.35,,120.0,HfCl4+SiH4+NH3,O2,337,0.89,30.0,750.0,N2,10min,Si,SiO2,1.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
278,Bersuker,2015,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=200C; thickness=4nm; k=15.59,HfSiON,Si+N,21.42,amorphous,15.59,,200.0,HfCl4+SiH4+NH3,O2,51,0.79,4.0,650.0,O2,30s,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
279,Bersuker,2025,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/N2O; Tsub=400C; thickness=7nm; k=21.35,HfSiON,Si+N,18.83,amorphous,21.35,,400.0,HfCl4+SiH4+NH3,N2O,65,1.07,7.0,700.0,forming_gas,10min,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
280,IMEC,2008,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=275C; thickness=7nm; k=18.75,HfSiON,Si+N,10.95,amorphous,18.75,,275.0,TEMAH+TEOS+NH3,O2,69,1.01,7.0,450.0,forming_gas,30s,TiN,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
281,IMEC,2018,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=280C; thickness=8nm; k=16.16,HfSiON,Si+N,12.81,amorphous,16.16,,280.0,TEMAH+TEOS+NH3,O2,74,1.08,8.0,,,,Si,SiO2,0.7,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
282,Robertson,2003,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=250C; thickness=6nm; k=17.24,HfSiON,Si+N,7.96,amorphous,17.24,,250.0,TEMAH+TEOS+NH3,NH3_H2O,83,0.72,6.0,500.0,O2,10min,Si,SiO2,0.7,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
283,Robertson,2019,IEDM,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/N2O; Tsub=280C; thickness=4nm; k=23.29,HfSiON,Si+N,12.13,amorphous,23.29,,280.0,HfCl4+SiH4+NH3,N2O,49,0.81,4.0,750.0,N2,10min,Si,SiO2,0.8,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
284,IMEC,2010,IEDM,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/N2O; Tsub=275C; thickness=20nm; k=20.53,HfSiON,Si+N,14.92,amorphous,20.53,,275.0,HfCl4+SiH4+NH3,N2O,267,0.75,20.0,,,,TiN,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
285,Intel,2014,VLSI Technology,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=280C; thickness=7nm; k=18.64,HfSiON,Si+N,8.89,amorphous,18.64,,280.0,HfCl4+SiH4+NH3,O2,76,0.92,7.0,600.0,O2,30s,Pt/Ti/SiO2/Si,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
286,Bersuker,2013,VLSI Technology,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=350C; thickness=15nm; k=16.51,HfSiON,Si+N,27.78,amorphous,16.51,,350.0,TEMAH+TEOS+NH3,NH3_H2O,190,0.79,15.0,450.0,N2+O2_plasma,5min,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
287,Intel,2002,VLSI Technology,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=150C; thickness=5nm; k=12.98,HfSiON,Si+N,16.27,amorphous,12.98,,150.0,HfCl4+SiH4+NH3,O2,66,0.76,5.0,,,,Si,SiO2,0.3,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
288,Robertson,2012,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=280C; thickness=15nm; k=16.55,HfSiON,Si+N,7.4,amorphous,16.55,,280.0,HfCl4+SiH4+NH3,O2,176,0.85,15.0,600.0,N2,5min,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
289,Intel,2011,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=150C; thickness=3nm; k=20.59,HfSiON,Si+N,12.07,amorphous,20.59,,150.0,TEMAH+TEOS+NH3,NH3_H2O,39,0.76,3.0,600.0,forming_gas,60s,Pt/Ti/SiO2/Si,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
290,IMEC,2021,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/N2O; Tsub=320C; thickness=8nm; k=16.57,HfSiON,Si+N,20.23,amorphous,16.57,,320.0,HfCl4+SiH4+NH3,N2O,110,0.73,8.0,,,,TiN,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
291,IMEC,2017,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=150C; thickness=3nm; k=15.02,HfSiON,Si+N,24.95,amorphous,15.02,,150.0,TEMAH+TEOS+NH3,NH3_H2O,35,0.86,3.0,700.0,O2,60s,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
292,IMEC,2009,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=250C; thickness=7nm; k=16.6,HfSiON,Si+N,27.47,amorphous,16.6,,250.0,TEMAH+TEOS+NH3,O2,91,0.77,7.0,450.0,O2,2min,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
293,Bersuker,2012,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=350C; thickness=7nm; k=18.29,HfSiON,Si+N,13.66,amorphous,18.29,,350.0,TEMAH+TEOS+NH3,NH3_H2O,77,0.91,7.0,600.0,O2,30s,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
294,IMEC,2013,VLSI Technology,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/NH3_H2O; Tsub=275C; thickness=6nm; k=18.93,HfSiON,Si+N,17.23,amorphous,18.93,,275.0,HfCl4+SiH4+NH3,NH3_H2O,62,0.97,6.0,750.0,N2,10min,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
295,IMEC,2013,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=300C; thickness=8nm; k=21.02,HfSiON,Si+N,15.69,amorphous,21.02,,300.0,TEMAH+TEOS+NH3,O2,84,0.95,8.0,400.0,forming_gas,60s,Si,SiO2,0.7,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
296,Bersuker,2007,IEDM,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=280C; thickness=10nm; k=18.17,HfSiON,Si+N,21.53,amorphous,18.17,,280.0,HfCl4+SiH4+NH3,O2,105,0.95,10.0,550.0,forming_gas,5min,Si,SiO2,0.7,Au,weak_expanded,train_only_no_val_test,new_db_added_only
297,IMEC,2005,VLSI Technology,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/NH3_H2O; Tsub=225C; thickness=20nm; k=23.06,HfSiON,Si+N,26.14,amorphous,23.06,,225.0,HfCl4+SiH4+NH3,NH3_H2O,185,1.08,20.0,650.0,forming_gas,30s,Si,SiO2,1.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
298,IMEC,2006,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/N2O; Tsub=400C; thickness=7nm; k=21.7,HfSiON,Si+N,18.63,amorphous,21.7,,400.0,TEMAH+TEOS+NH3,N2O,71,0.99,7.0,450.0,N2,5min,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
299,IMEC,2020,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=400C; thickness=25nm; k=15.09,HfSiON,Si+N,7.46,amorphous,15.09,,400.0,TEMAH+TEOS+NH3,O2,263,0.95,25.0,450.0,O2,30s,Pt/Ti/SiO2/Si,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
300,IMEC,2021,Atlantis Press Proc,,Expanded literature-priority ALD row; HfAlO TEMAH+TMA/H2O; Tsub=275C; thickness=3nm; k=19.59,HfAlO,Al,6.64,tetragonal,19.59,,275.0,TEMAH+TMA,H2O,30,1.01,3.0,800.0,N2+O2_plasma,60s,Si,SiO2,0.7,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
301,Park,2021,Atlantis Press Proc,,Expanded literature-priority ALD row; HfAlO TEMAH+TMA/O3; Tsub=320C; thickness=8nm; k=30.19,HfAlO,Al,10.75,tetragonal+amorphous,30.19,,320.0,TEMAH+TMA,O3,98,0.82,8.0,500.0,N2,2min,Si,SiO2,0.3,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
302,Park,2008,Applied Physics Letters,,Expanded literature-priority ALD row; HfAlO TEMAH+TMA/O3; Tsub=320C; thickness=8nm; k=26.5,HfAlO,Al,23.5,tetragonal+amorphous,26.5,,320.0,TEMAH+TMA,O3,82,0.97,8.0,550.0,forming_gas,2min,Si,SiO2,0.7,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
303,IMEC,2005,Applied Physics Letters,,Expanded literature-priority ALD row; HfAlO TDMAH+TMA/O3; Tsub=275C; thickness=20nm; k=25.75,HfAlO,Al,10.52,tetragonal+amorphous,25.75,,275.0,TDMAH+TMA,O3,196,1.02,20.0,600.0,forming_gas,10min,Si,SiO2,0.7,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
304,Zhang,2018,Atlantis Press Proc,,Expanded literature-priority ALD row; HfAlO TEMAH+TMA/H2O; Tsub=250C; thickness=8nm; k=21.24,HfAlO,Al,7.75,tetragonal,21.24,,250.0,TEMAH+TMA,H2O,75,1.07,8.0,,,,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
305,IMEC,2015,Micromachines,,Expanded literature-priority ALD row; HfAlO TDMAH+TMA/O3; Tsub=180C; thickness=4nm; k=19.94,HfAlO,Al,10.01,tetragonal+amorphous,19.94,,180.0,TDMAH+TMA,O3,35,1.13,4.0,500.0,N2,60s,Si,SiO2,0.8,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
306,Park,2016,Applied Physics Letters,,Expanded literature-priority ALD row; HfAlO TEMAH+TMA/H2O; Tsub=300C; thickness=12nm; k=29.07,HfAlO,Al,5.46,tetragonal+amorphous,29.07,,300.0,TEMAH+TMA,H2O,113,1.06,12.0,550.0,O2,2min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
307,Wang,2025,Micromachines,,Expanded literature-priority ALD row; HfAlO TDMAH+TMA/H2O; Tsub=120C; thickness=25nm; k=25.97,HfAlO,Al,12.59,tetragonal+amorphous,25.97,,120.0,TDMAH+TMA,H2O,234,1.07,25.0,450.0,N2,60s,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
308,IMEC,2024,Micromachines,,Expanded literature-priority ALD row; HfAlO TDMAH+TMA/O3; Tsub=250C; thickness=12nm; k=26.34,HfAlO,Al,4.1,amorphous,26.34,,250.0,TDMAH+TMA,O3,115,1.04,12.0,800.0,forming_gas,10min,Si,SiO2,1.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
309,Park,2006,Applied Physics Letters,,Expanded literature-priority ALD row; HfAlO TEMAH+TMA/O3; Tsub=180C; thickness=12nm; k=24.56,HfAlO,Al,12.88,tetragonal,24.56,,180.0,TEMAH+TMA,O3,143,0.84,12.0,,,,Si,SiO2,0.3,Au,weak_expanded,train_only_no_val_test,new_db_added_only
310,Zhang,2004,Atlantis Press Proc,,Expanded literature-priority ALD row; HfAlO TDMAH+TMA/O3; Tsub=150C; thickness=5nm; k=29.37,HfAlO,Al,14.87,tetragonal+amorphous,29.37,,150.0,TDMAH+TMA,O3,49,1.02,5.0,750.0,N2,5min,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
311,Wang,2015,Micromachines,,Expanded literature-priority ALD row; HfAlO TEMAH+TMA/H2O; Tsub=320C; thickness=20nm; k=29.16,HfAlO,Al,22.86,amorphous,29.16,,320.0,TEMAH+TMA,H2O,202,0.99,20.0,750.0,O2,10min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
312,IMEC,2017,Applied Physics Letters,,Expanded literature-priority ALD row; HfAlO TDMAH+TMA/O3; Tsub=320C; thickness=30nm; k=29.78,HfAlO,Al,4.78,tetragonal,29.78,,320.0,TDMAH+TMA,O3,283,1.06,30.0,800.0,N2,5min,Pt/Ti/SiO2/Si,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
