row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value,source_file,source_row_id_v4_expanded,source_row_id_v8
256,Cho,2008,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/H2O; Tsub=225C; thickness=25nm; k=15.48,HfSiO,Si,32.98,amorphous,25.0,225.0,HfCl4+SiH4,H2O,321,5.0,15,5.0,20,1e-05,32.98,,0.78,400.0,2min,N2,25.0,12000.0,400.0,Ni,0.0,,450.0,Pt/Ti/SiO2/Si,,none,0.0,Ni,30.0,n-type,1000000000000000.0,25.0,6.298,0.0001,15.48,213.62,0.12,,2.09,,,,,4.44e-08,9.52,,1.89,,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,15.48,v4,256,
257,IMEC,2015,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/H2O; Tsub=225C; thickness=4nm; k=14.84,HfSiO,Si,24.11,amorphous,4.0,225.0,TEMAH+SiH4,H2O,37,5.0,20,0.5,5,0.005,24.11,,1.07,600.0,5min,O2,50.0,18000.0,,Al,1.0,-1.03,,Si,(100),SiO2,1.0,Al,80.0,n-type,1e+17,4.0,1.051,,14.84,1279.95,,,,,,,,1.27e-06,9.36,,,,,,,anneal-stabilized,1600000000000.0,,,,,1.0,,,,k_dielectric_constant,14.84,v4,257,
258,IMEC,2012,IEDM,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/H2O; Tsub=320C; thickness=3nm; k=21.46,HfSiO,Si,15.38,amorphous,3.0,320.0,TEMAH+TEOS,H2O,34,3.0,15,2.0,10,0.0003,15.38,,0.87,600.0,2min,N2+O2_plasma,50.0,18000.0,,,0.0,,350.0,TiN,,none,0.0,TiN,80.0,n-type,1000000000000000.0,3.0,0.545,,21.46,2467.9,,,,,0.0536,,,1.03e-06,7.42,,,,,,,anneal-stabilized,,,62300000000.0,,,0.0,,,,k_dielectric_constant,21.46,v4,258,
259,IMEC,2006,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O2; Tsub=320C; thickness=5nm; k=12.46,HfSiO,Si,26.13,amorphous,5.0,320.0,HfCl4+SiH4,O2,60,3.0,30,0.1,10,0.005,26.13,,0.84,,,,,,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Al,20.0,p-type,1e+17,5.0,1.565,1e-06,12.46,859.74,,-0.32,,,0.004,,,1.48e-09,9.28,,,,,,,stable,,,,1.03,,0.0,,,,k_dielectric_constant,12.46,v4,259,
260,Intel,2023,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/O3; Tsub=120C; thickness=7nm; k=17.63,HfSiO,Si,19.52,amorphous,7.0,120.0,TEMAH+TEOS,O3,65,0.5,30,1.0,10,0.0003,19.52,,1.08,500.0,2min,N2,10.0,15000.0,500.0,,0.7,-0.1,,Si,(100),SiO2,0.7,Al,10.0,n-type,1e+18,7.0,1.548,,17.63,868.91,,,,,0.0539,,,9.19e-07,8.87,,,,,,,stable,50200000000.0,-385000000000.0,,,2.22,0.7,,,195.9,k_dielectric_constant,17.63,v4,260,
261,IMEC,2025,IRDS/IMEC report,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/O2; Tsub=250C; thickness=30nm; k=18.95,HfSiO,Si,17.11,amorphous,30.0,250.0,TEMAH+TEOS,O2,366,5.0,5,30.0,5,0.0003,17.11,,0.82,450.0,2min,O2,50.0,13500.0,450.0,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TiN,30.0,n-type,1000000000000000.0,30.0,6.174,,18.95,217.93,,,,,,,,8.07e-08,8.53,,2.5,,,,,anneal-stabilized,,-123000000000.0,,,,0.0,,,,k_dielectric_constant,18.95,v4,261,
262,Cho,2016,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O3; Tsub=250C; thickness=7nm; k=17.68,HfSiO,Si,16.3,amorphous,7.0,250.0,TEMAH+SiH4,O3,93,0.2,10,3.0,20,3e-05,16.3,,0.75,550.0,5min,O2,25.0,16500.0,550.0,TiN_ALD,0.0,1.06,,Pt/Ti/SiO2/Si,,none,0.0,Al,20.0,p-type,1e+17,7.0,1.544,0.001,17.68,871.37,0.98,,,,,,,3.36e-07,6.53,,,,,,,stable,,,,1.12,,0.0,,221.0,,k_dielectric_constant,17.68,v4,262,
263,IMEC,2008,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/O3; Tsub=300C; thickness=4nm; k=16.92,HfSiO,Si,8.4,amorphous,4.0,300.0,TEMAH+TEOS,O3,42,0.1,20,0.1,30,1e-05,8.4,,0.95,650.0,30s,N2+O2_plasma,50.0,19500.0,,Pt,1.0,,,Si,(100),SiO2,1.0,Pt,80.0,n-type,1e+17,4.0,0.922,1e-06,16.92,1459.35,-1.76,,,,,,,9.45e-09,6.99,,,,,,,stable,,-272000000000.0,,,,1.0,,76.4,,k_dielectric_constant,16.92,v4,263,
264,Intel,2005,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O2; Tsub=250C; thickness=3nm; k=13.13,HfSiO,Si,7.21,amorphous,3.0,250.0,HfCl4+SiH4,O2,25,3.0,10,30.0,5,0.005,7.21,,1.18,700.0,60s,N2+O2_plasma,10.0,21000.0,700.0,TiN_ALD,0.8,,,Si,(100),SiO2,0.8,Pt,30.0,n-type,1e+16,3.0,0.891,0.001,13.13,1509.95,,,0.9,,,,,1.72e-07,8.77,,,,1.637,,,stable,840000000000.0,-110000000000.0,,,,0.8,,,,k_dielectric_constant,13.13,v4,264,
265,Cho,2014,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO HfCl4+SiH4/O3; Tsub=350C; thickness=4nm; k=18.95,HfSiO,Si,23.24,amorphous,4.0,350.0,HfCl4+SiH4,O3,35,0.5,5,5.0,10,0.001,23.24,,1.15,450.0,10min,N2,10.0,13500.0,450.0,TiN_ALD,0.3,,,Si,(100),SiO2,0.3,TaN,30.0,p-type,1e+17,4.0,0.823,,18.95,1634.44,,,,,0.0698,,,5.19e-07,7.75,,,yes,6.05,,3.37e+19,metastable,,-319000000000.0,,,,0.3,,,,k_dielectric_constant,18.95,v4,265,
266,IMEC,2012,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O2; Tsub=320C; thickness=20nm; k=15.42,HfSiO,Si,17.97,amorphous,20.0,320.0,TEMAH+SiH4,O2,250,2.0,20,30.0,20,3e-05,17.97,,0.8,650.0,30s,O2,50.0,19500.0,,TiN_ALD,0.5,,,Si,(100),SiO2,0.5,TaN,50.0,p-type,1e+17,20.0,5.058,,15.42,266.0,-1.08,,,,0.0176,,,2.12e-07,7.92,,,,,,,anneal-stabilized,37400000000.0,-178000000000.0,,2.49,,0.5,,73.0,,k_dielectric_constant,15.42,v4,266,
267,Cho,2020,IRDS/IMEC report,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O3; Tsub=250C; thickness=8nm; k=23.14,HfSiO,Si,6.91,amorphous,8.0,250.0,TEMAH+SiH4,O3,82,0.5,30,10.0,5,0.001,6.91,,0.97,600.0,60s,forming_gas,50.0,18000.0,600.0,TiN_ALD,0.8,,,Si,(100),SiO2,0.8,Ni,50.0,n-type,1e+17,8.0,1.348,2.5e-05,23.14,997.91,-0.46,,,-231.4,,,,2.44e-09,6.64,,,,,220000000000.0,,metastable,79000000000.0,,,,,0.8,,218.1,,k_dielectric_constant,23.14,v4,267,
268,IMEC,2010,IEDM,,Expanded literature-priority ALD row; HfSiO TEMAH+SiH4/O3; Tsub=225C; thickness=15nm; k=21.87,HfSiO,Si,30.12,amorphous,15.0,225.0,TEMAH+SiH4,O3,169,3.0,30,0.1,5,0.0003,30.12,,0.89,600.0,5min,O2,50.0,18000.0,,Au,1.0,-0.46,,Si,(100),SiO2,1.0,Au,10.0,p-type,1e+17,15.0,2.675,0.0001,21.87,503.01,,,,,,,,7.91e-09,7.03,0.84,,,7.029,,,metastable,129000000000.0,-5830000000000.0,,,,1.0,,,,k_dielectric_constant,21.87,v4,268,
269,IMEC,2020,Thin Solid Films,,Expanded literature-priority ALD row; HfSiO TEMAH+TEOS/H2O; Tsub=320C; thickness=15nm; k=20.52,HfSiO,Si,29.36,amorphous,15.0,320.0,TEMAH+TEOS,H2O,126,3.0,10,10.0,10,0.001,29.36,,1.19,800.0,5min,O2,25.0,24000.0,800.0,,0.3,,,Si,(100),SiO2,0.3,Al,50.0,p-type,1000000000000000.0,15.0,2.851,,20.52,471.96,-0.59,,,,,,,4.23e-09,6.7,,,,,,,metastable,242000000000.0,8370000000000.0,,,,0.3,,,-218.7,k_dielectric_constant,20.52,v4,269,
270,Robertson,2023,VLSI Technology,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=280C; thickness=4nm; k=17.82,HfSiON,Si+N,25.99,amorphous,4.0,280.0,HfCl4+SiH4+NH3,O2,56,0.5,15,3.0,30,0.001,25.99,,0.72,700.0,30s,N2+O2_plasma,50.0,21000.0,700.0,TiN_ALD,0.0,0.89,,TiN,,none,0.0,Al,20.0,p-type,1e+18,4.0,0.875,,17.82,1536.98,-0.5,,,158.3,,,,7.57e-08,8.55,,,,,,,stable,,,,3.04,,0.0,2.04,,,k_dielectric_constant,17.82,v4,270,
271,Intel,2006,IEDM,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=320C; thickness=4nm; k=14.03,HfSiON,Si+N,22.9,amorphous,4.0,320.0,TEMAH+TEOS+NH3,NH3_H2O,39,3.0,15,0.5,30,3e-05,22.9,,1.03,450.0,5min,forming_gas,10.0,13500.0,450.0,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Pt,50.0,p-type,1e+17,4.0,1.112,,14.03,1210.09,-0.59,,,,0.0671,,,7.44e-09,7.92,5.78,,,,,,metastable,,,60700000000.0,2.19,,0.0,4.8,,-102.2,k_dielectric_constant,14.03,v4,271,
272,Robertson,2025,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/N2O; Tsub=280C; thickness=12nm; k=17.24,HfSiON,Si+N,15.56,amorphous,12.0,280.0,TEMAH+TEOS+NH3,N2O,143,0.1,20,5.0,30,1e-05,15.56,,0.84,700.0,2min,forming_gas,25.0,21000.0,,Au,0.3,,,Si,(100),SiO2,0.3,Au,20.0,p-type,1000000000000000.0,12.0,2.715,1e-06,17.24,495.65,0.52,,,,,,,6.91e-10,9.28,,,,,5610000000.0,,anneal-stabilized,,,,,0.85,0.3,6.02,,,k_dielectric_constant,17.24,v4,272,
273,IMEC,2003,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/N2O; Tsub=150C; thickness=15nm; k=16.69,HfSiON,Si+N,14.24,amorphous,15.0,150.0,TEMAH+TEOS+NH3,N2O,169,0.5,10,30.0,10,0.0001,14.24,,0.89,700.0,2min,N2+O2_plasma,25.0,21000.0,700.0,TiN_ALD,0.0,-0.75,,Pt/Ti/SiO2/Si,,none,0.0,Pt,50.0,n-type,1000000000000000.0,15.0,3.505,,16.69,383.87,,,,,,,,2.33e-09,10.07,,1.65,stable,,,,anneal-stabilized,,-3750000000000.0,,1.39,,0.0,1.14,,,k_dielectric_constant,16.69,v4,273,
274,Bersuker,2012,IEDM,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/N2O; Tsub=275C; thickness=20nm; k=15.98,HfSiON,Si+N,25.16,amorphous,20.0,275.0,TEMAH+TEOS+NH3,N2O,198,0.5,10,30.0,10,0.001,25.16,,1.01,450.0,2min,forming_gas,10.0,13500.0,450.0,Pt,0.5,,,Si,(100),SiO2,0.5,Pt,10.0,p-type,1e+16,20.0,4.881,0.0001,15.98,275.66,0.08,,4.76,,0.0181,,,4.04e-09,10.33,,,,,,,anneal-stabilized,,,,,,0.5,13.27,,,k_dielectric_constant,15.98,v4,274,
275,Bersuker,2017,VLSI Technology,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=275C; thickness=30nm; k=16.76,HfSiON,Si+N,12.13,amorphous,30.0,275.0,TEMAH+TEOS+NH3,NH3_H2O,400,0.5,30,5.0,10,0.005,12.13,,0.75,650.0,30s,forming_gas,10.0,19500.0,650.0,TiN_ALD,0.0,-1.06,450.0,TiN,,none,0.0,TiN,10.0,p-type,1e+16,30.0,6.981,,16.76,192.74,,,2.02,148.7,,,,3.29e-08,9.19,,,,3.247,,,anneal-stabilized,,,,3.2,,0.0,9.67,121.5,,k_dielectric_constant,16.76,v4,275,
276,Bersuker,2014,VLSI Technology,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=350C; thickness=10nm; k=17.95,HfSiON,Si+N,19.77,amorphous,10.0,350.0,TEMAH+TEOS+NH3,O2,97,0.5,30,0.5,30,0.005,19.77,,1.03,500.0,10min,O2,50.0,15000.0,500.0,TiN,1.0,,,Si,(100),SiO2,1.0,TiN,30.0,n-type,1e+16,10.0,2.173,,17.95,619.27,0.09,,,,,,,7.49e-09,9.86,,,,,,,stable,71000000000.0,994000000000.0,,3.28,,1.0,10.27,,,k_dielectric_constant,17.95,v4,276,
277,IMEC,2016,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=120C; thickness=30nm; k=20.35,HfSiON,Si+N,5.3,amorphous,30.0,120.0,HfCl4+SiH4+NH3,O2,337,2.0,15,2.0,5,0.0001,5.3,,0.89,750.0,10min,N2,10.0,22500.0,750.0,,1.0,,,Si,(100),SiO2,1.0,Al,30.0,n-type,1e+18,30.0,5.749,,20.35,234.03,,,,7.5,,,,5.21e-09,9.19,,,,,,,metastable,,,,,,1.0,14.73,,,k_dielectric_constant,20.35,v4,277,
278,Bersuker,2015,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=200C; thickness=4nm; k=15.59,HfSiON,Si+N,21.42,amorphous,4.0,200.0,HfCl4+SiH4+NH3,O2,51,2.0,20,30.0,20,0.0003,21.42,,0.79,650.0,30s,O2,25.0,19500.0,650.0,TiN_ALD,0.0,,,TiN,,none,0.0,Pt,10.0,p-type,1e+17,4.0,1.001,,15.59,1344.64,,0.92,,,0.0043,,,9.37e-10,8.61,,3.36,yes,,,,stable,,,,,,0.0,4.72,,,k_dielectric_constant,15.59,v4,278,
279,Bersuker,2025,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/N2O; Tsub=400C; thickness=7nm; k=21.35,HfSiON,Si+N,18.83,amorphous,7.0,400.0,HfCl4+SiH4+NH3,N2O,65,0.1,20,0.5,15,0.005,18.83,,1.07,700.0,10min,forming_gas,10.0,21000.0,,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Au,10.0,n-type,1e+16,7.0,1.279,,21.35,1052.25,,,,,,,,5.24e-08,10.01,,,yes,,,,stable,,114000000000.0,,,,0.0,9.62,,-207.8,k_dielectric_constant,21.35,v4,279,
280,IMEC,2008,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=275C; thickness=7nm; k=18.75,HfSiON,Si+N,10.95,amorphous,7.0,275.0,TEMAH+TEOS+NH3,O2,69,0.2,15,2.0,15,0.001,10.95,,1.01,450.0,30s,forming_gas,25.0,13500.0,,,0.0,-0.14,,TiN,,none,0.0,Au,20.0,p-type,1e+17,7.0,1.456,0.0001,18.75,924.11,,-0.27,,,,,,2.73e-08,8.93,,,,,,,stable,,279000000000.0,,,,0.0,10.27,,,k_dielectric_constant,18.75,v4,280,
281,IMEC,2018,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=280C; thickness=8nm; k=16.16,HfSiON,Si+N,12.81,amorphous,8.0,280.0,TEMAH+TEOS+NH3,O2,74,5.0,30,2.0,20,0.0003,12.81,,1.08,,,,,,,Pt,0.7,,,Si,(100),SiO2,0.7,Pt,10.0,p-type,1e+16,8.0,1.931,,16.16,696.9,0.38,,5.93,-167.9,0.0453,,,5.22e-10,10.32,,,,,,2.92e+18,anneal-stabilized,761000000000.0,,,,,0.7,14.78,,,k_dielectric_constant,16.16,v4,281,
282,Robertson,2003,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=250C; thickness=6nm; k=17.24,HfSiON,Si+N,7.96,amorphous,6.0,250.0,TEMAH+TEOS+NH3,NH3_H2O,83,2.0,15,0.5,15,0.0001,7.96,,0.72,500.0,10min,O2,50.0,15000.0,,TaN,0.7,,,Si,(100),SiO2,0.7,TaN,20.0,n-type,1e+17,6.0,1.357,,17.24,991.3,,,,,0.0083,,,4.34e-08,9.45,,,,,,,anneal-stabilized,223000000000.0,,,,0.54,0.7,3.9,,,k_dielectric_constant,17.24,v4,282,
283,Robertson,2019,IEDM,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/N2O; Tsub=280C; thickness=4nm; k=23.29,HfSiON,Si+N,12.13,amorphous,4.0,280.0,HfCl4+SiH4+NH3,N2O,49,2.0,15,3.0,15,0.0003,12.13,,0.81,750.0,10min,N2,10.0,22500.0,,,0.8,,,Si,(100),SiO2,0.8,TiN,10.0,p-type,1e+17,4.0,0.67,,23.29,2008.76,,,4.68,,,,,1.23e-08,7.9,,,yes,,,,stable,,,1150000000.0,,,0.8,2.69,,,k_dielectric_constant,23.29,v4,283,
284,IMEC,2010,IEDM,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/N2O; Tsub=275C; thickness=20nm; k=20.53,HfSiON,Si+N,14.92,amorphous,20.0,275.0,HfCl4+SiH4+NH3,N2O,267,0.2,20,3.0,5,0.0001,14.92,,0.75,,,,,,,TiN_ALD,0.0,,,TiN,,none,0.0,TaN,80.0,p-type,1000000000000000.0,20.0,3.799,,20.53,354.14,1.02,,,-66.5,,,,5.47e-10,10.98,,3.03,,,,,metastable,,-183000000000.0,,,,0.0,2.61,,,k_dielectric_constant,20.53,v4,284,
285,Intel,2014,VLSI Technology,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=280C; thickness=7nm; k=18.64,HfSiON,Si+N,8.89,amorphous,7.0,280.0,HfCl4+SiH4+NH3,O2,76,5.0,5,1.0,15,0.005,8.89,,0.92,600.0,30s,O2,50.0,18000.0,600.0,TaN,0.0,-0.86,,Pt/Ti/SiO2/Si,,none,0.0,TaN,80.0,p-type,1e+18,7.0,1.465,,18.64,918.69,,,,,,,,1.2e-09,9.5,,,,,,,stable,,-1690000000000.0,,3.01,,0.0,12.81,,,k_dielectric_constant,18.64,v4,285,
286,Bersuker,2013,VLSI Technology,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=350C; thickness=15nm; k=16.51,HfSiON,Si+N,27.78,amorphous,15.0,350.0,TEMAH+TEOS+NH3,NH3_H2O,190,0.5,20,0.1,15,3e-05,27.78,,0.79,450.0,5min,N2+O2_plasma,25.0,13500.0,,,0.0,,,TiN,,none,0.0,Pt,30.0,n-type,1000000000000000.0,15.0,3.543,2.5e-05,16.51,379.73,,,1.87,,,,,9.56e-08,8.01,1.3,,,,,2.64e+19,stable,,,,,,0.0,6.38,,,k_dielectric_constant,16.51,v4,286,
287,Intel,2002,VLSI Technology,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=150C; thickness=5nm; k=12.98,HfSiON,Si+N,16.27,amorphous,5.0,150.0,HfCl4+SiH4+NH3,O2,66,3.0,30,2.0,30,0.0001,16.27,,0.76,,,,,,,,0.3,,,Si,(100),SiO2,0.3,TiN,20.0,p-type,1000000000000000.0,5.0,1.502,,12.98,895.62,,0.96,3.47,,,,,5.87e-10,10.69,0.33,,no,,,,anneal-stabilized,3700000000000.0,,,,,0.3,10.41,,,k_dielectric_constant,12.98,v4,287,
288,Robertson,2012,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=280C; thickness=15nm; k=16.55,HfSiON,Si+N,7.4,amorphous,15.0,280.0,HfCl4+SiH4+NH3,O2,176,5.0,5,2.0,30,3e-05,7.4,,0.85,600.0,5min,N2,10.0,18000.0,600.0,,0.5,,,Si,(100),SiO2,0.5,TaN,10.0,p-type,1e+16,15.0,3.535,,16.55,380.65,,0.89,,-228.9,,,,8.81e-09,9.82,,,,,,3.47e+20,anneal-stabilized,,,,,,0.5,4.73,,,k_dielectric_constant,16.55,v4,288,
289,Intel,2011,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=150C; thickness=3nm; k=20.59,HfSiON,Si+N,12.07,amorphous,3.0,150.0,TEMAH+TEOS+NH3,NH3_H2O,39,2.0,15,0.1,20,1e-05,12.07,,0.76,600.0,60s,forming_gas,10.0,18000.0,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TaN,10.0,n-type,1e+17,3.0,0.568,0.001,20.59,2367.85,,-0.07,4.27,,,,,7.94e-09,8.66,,,,,,,anneal-stabilized,,,,,,0.0,9.96,,,k_dielectric_constant,20.59,v4,289,
290,IMEC,2021,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/N2O; Tsub=320C; thickness=8nm; k=16.57,HfSiON,Si+N,20.23,amorphous,8.0,320.0,HfCl4+SiH4+NH3,N2O,110,0.5,30,3.0,5,0.0001,20.23,,0.73,,,,,,,,0.0,,,TiN,,none,0.0,TaN,50.0,p-type,1e+16,8.0,1.883,,16.57,714.58,0.13,,,,,,,9.97e-10,9.59,,,,,,,metastable,,-370000000000.0,,,,0.0,4.82,,,k_dielectric_constant,16.57,v4,290,
291,IMEC,2017,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=150C; thickness=3nm; k=15.02,HfSiON,Si+N,24.95,amorphous,3.0,150.0,TEMAH+TEOS+NH3,NH3_H2O,35,0.1,20,5.0,30,3e-05,24.95,,0.86,700.0,60s,O2,25.0,21000.0,700.0,TiN_ALD,0.5,,,Si,(100),SiO2,0.5,TaN,20.0,n-type,1000000000000000.0,3.0,0.779,,15.02,1727.3,-1.33,0.08,,,,,,4.35e-09,10.98,,,,,,,stable,1900000000000.0,,,,,0.5,12.82,,,k_dielectric_constant,15.02,v4,291,
292,IMEC,2009,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=250C; thickness=7nm; k=16.6,HfSiON,Si+N,27.47,amorphous,7.0,250.0,TEMAH+TEOS+NH3,O2,91,2.0,20,1.0,10,0.005,27.47,,0.77,450.0,2min,O2,25.0,13500.0,,TiN_ALD,0.0,,400.0,Pt/Ti/SiO2/Si,,none,0.0,Ni,80.0,p-type,1000000000000000.0,7.0,1.645,0.001,16.6,818.14,0.68,,,182.7,,,,2.52e-08,9.24,,,,4.591,,6.39e+18,anneal-stabilized,,-346000000000.0,,,,0.0,2.08,,,k_dielectric_constant,16.6,v4,292,
293,Bersuker,2012,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/NH3_H2O; Tsub=350C; thickness=7nm; k=18.29,HfSiON,Si+N,13.66,amorphous,7.0,350.0,TEMAH+TEOS+NH3,NH3_H2O,77,2.0,5,0.5,10,0.0001,13.66,,0.91,600.0,30s,O2,50.0,18000.0,,,0.0,,,TiN,,none,0.0,Ni,80.0,p-type,1e+18,7.0,1.493,,18.29,901.44,,,4.38,40.3,,,,1.34e-08,9.7,,,,,,,anneal-stabilized,,,,,,0.0,6.01,,,k_dielectric_constant,18.29,v4,293,
294,IMEC,2013,VLSI Technology,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/NH3_H2O; Tsub=275C; thickness=6nm; k=18.93,HfSiON,Si+N,17.23,amorphous,6.0,275.0,HfCl4+SiH4+NH3,NH3_H2O,62,5.0,20,5.0,15,1e-05,17.23,,0.97,750.0,10min,N2,10.0,22500.0,750.0,TaN,0.5,,,Si,(100),SiO2,0.5,TaN,50.0,p-type,1e+17,6.0,1.236,2.5e-05,18.93,1088.47,0.27,,,,,,,3.73e-09,7.98,0.11,,,,,1.52e+20,anneal-stabilized,126000000000.0,,,1.54,,0.5,4.08,,-172.8,k_dielectric_constant,18.93,v4,294,
295,IMEC,2013,Journal of Applied Physics,,Expanded literature-priority ALD row; HfSiON TEMAH+TEOS+NH3/O2; Tsub=300C; thickness=8nm; k=21.02,HfSiON,Si+N,15.69,amorphous,8.0,300.0,TEMAH+TEOS+NH3,O2,84,0.2,10,3.0,30,3e-05,15.69,,0.95,400.0,60s,forming_gas,25.0,12000.0,,,0.7,-0.86,,Si,(100),SiO2,0.7,Ni,80.0,p-type,1e+16,8.0,1.484,0.0001,21.02,906.49,,,,,,,,4.61e-08,10.13,36.92,,,,98200000000.0,,anneal-stabilized,49600000000.0,,,,,0.7,1.07,,,k_dielectric_constant,21.02,v4,295,
296,Bersuker,2007,IEDM,,Expanded literature-priority ALD row; HfSiON HfCl4+SiH4+NH3/O2; Tsub=280C; thickness=10nm; k=18.17,HfSiON,Si+N,21.53,amorphous,10.0,280.0,HfCl4+SiH4+NH3,O2,105,0.5,10,60.0,20,0.0001,21.53,,0.95,550.0,5min,forming_gas,10.0,16500.0,,TiN_ALD,0.7,1.18,450.0,Si,(100),SiO2,0.7,Au,80.0,n-type,1e+18,10.0,2.146,,18.17,626.87,,0.28,2.89,,,,,6.04e-08,7.7,,,,,,,anneal-stabilized,2090000000000.0,,,3.5,,0.7,13.83,,,k_dielectric_constant,18.17,v4,296,
